Indicator Name,Indicator Code,Country Name,Country Code,Year,Value,Disaggregation
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2009,1.509,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2008,1.488,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2007,1.429,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2006,1.335,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2005,1.252,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2004,1.233,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2003,1.232,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2002,1.24,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2001,1.286,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,2000,1.317,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1999,1.31,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1998,1.3,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1997,1.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1996,1.335,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1995,1.406,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1994,1.533,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1993,1.623,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1992,1.764,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1991,1.805,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1990,1.913,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1989,2.026,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1988,2.031,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1987,2.03,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1986,2.09,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1985,2.09,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1984,2.11,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1983,2.11,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1982,2.05,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1981,2.02,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1980,2.03,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1979,2.05,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1978,2.06,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1977,2.08,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1976,2.12,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1975,2.17,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1974,2.21,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1973,2.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1972,2.28,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1971,2.31,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1970,2.31,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1969,2.26,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1968,2.22,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1967,2.26,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1966,2.29,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1965,2.27,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1964,2.31,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1963,2.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1962,2.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1961,2.59,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belarus,BLR,1960,2.67,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2019,1.57,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2018,1.62,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2017,1.65,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2016,1.68,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2015,1.7,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2014,1.74,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2013,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2012,1.8,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2011,1.81,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2010,1.86,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2009,1.84,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2008,1.85,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2007,1.82,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2006,1.8,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2005,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2004,1.72,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2003,1.67,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2002,1.65,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2001,1.67,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,2000,1.67,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1999,1.62,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1998,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1997,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1996,1.59,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1995,1.56,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1994,1.56,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1993,1.61,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1992,1.65,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1991,1.66,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1990,1.62,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1989,1.58,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1988,1.57,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1987,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1986,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1985,1.51,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1984,1.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1983,1.57,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1982,1.61,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1981,1.66,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1980,1.68,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1979,1.69,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1978,1.69,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1977,1.71,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1976,1.73,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1975,1.74,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1974,1.83,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1973,1.95,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1972,2.09,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1971,2.21,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1970,2.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1969,2.27,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1968,2.31,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1967,2.41,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1966,2.52,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1965,2.61,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1964,2.71,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1963,2.68,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1962,2.59,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1961,2.63,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belgium,BEL,1960,2.54,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2019,2.274,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2018,2.307,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2017,2.346,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2016,2.391,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2015,2.439,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2014,2.489,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2013,2.539,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2012,2.588,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2011,2.638,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2010,2.69,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2009,2.749,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2008,2.816,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2007,2.893,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2006,2.98,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2005,3.077,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2004,3.18,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2003,3.286,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2002,3.392,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2001,3.497,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,2000,3.601,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1999,3.703,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1998,3.805,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1997,3.908,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1996,4.01,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1995,4.109,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1994,4.201,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1993,4.286,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1992,4.363,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1991,4.436,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1990,4.508,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1989,4.584,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1988,4.671,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1987,4.771,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1986,4.886,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1985,5.019,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1984,5.17,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1983,5.336,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1982,5.51,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1981,5.684,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1980,5.849,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1979,5.992,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1978,6.109,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1977,6.195,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1976,6.25,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1975,6.278,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1974,6.287,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1973,6.285,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1972,6.284,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1971,6.288,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1970,6.299,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1969,6.316,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1968,6.337,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1967,6.358,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1966,6.379,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1965,6.4,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1964,6.42,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1963,6.44,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1962,6.46,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1961,6.48,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Belize,BLZ,1960,6.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2019,4.767,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2018,4.836,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2017,4.906,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2016,4.977,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2015,5.047,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2014,5.116,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2013,5.183,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2012,5.246,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2011,5.305,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2010,5.362,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2009,5.416,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2008,5.469,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2007,5.522,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2006,5.576,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2005,5.632,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2004,5.691,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2003,5.754,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2002,5.82,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2001,5.889,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,2000,5.962,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1999,6.038,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1998,6.118,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1997,6.199,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1996,6.282,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1995,6.364,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1994,6.446,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1993,6.526,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1992,6.603,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1991,6.677,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1990,6.744,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1989,6.805,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1988,6.858,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1987,6.904,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1986,6.942,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1985,6.972,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1984,6.994,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1983,7.01,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1982,7.021,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1981,7.025,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1980,7.025,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1979,7.018,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1978,7.004,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1977,6.984,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1976,6.959,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1975,6.929,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1974,6.896,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1973,6.86,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1972,6.823,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1971,6.786,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1970,6.748,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1969,6.71,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1968,6.671,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1967,6.63,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1966,6.588,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1965,6.544,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1964,6.497,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1963,6.447,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1962,6.394,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1961,6.339,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Benin,BEN,1960,6.282,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2019,1.59,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2018,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2017,1.6,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2016,1.61,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2015,1.62,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2014,1.63,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2013,1.63,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2012,1.59,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2011,1.59,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2010,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2009,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2008,1.77,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2007,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2006,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2005,1.76,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2004,1.78,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2003,1.8,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2002,1.77,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2001,1.75,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,2000,1.74,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bermuda,BMU,1995,1.8,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2019,1.954,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2018,1.975,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2017,1.994,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2016,2.014,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2015,2.037,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2014,2.067,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2013,2.107,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2012,2.159,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2011,2.224,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2010,2.301,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2009,2.387,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2008,2.48,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2007,2.577,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2006,2.679,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2005,2.788,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2004,2.906,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2003,3.037,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2002,3.183,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2001,3.342,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,2000,3.515,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1999,3.701,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1998,3.895,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1997,4.095,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1996,4.297,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1995,4.5,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1994,4.704,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1993,4.909,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1992,5.11,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1991,5.306,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1990,5.493,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1989,5.664,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1988,5.819,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1987,5.956,female
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Bhutan,BTN,1986,6.075,female
